Season	Location	Variety	Disease Response
"None"	"Abi Zardi, Uganda"	"S1140/5/4"	"Unknown"
"None"	"Abi Zardi, Uganda"	"S1150/5/22"	"Unknown"
"None"	"Abi Zardi, Uganda"	"S1179/5/58"	"Unknown"
"None"	"Abi Zardi, Uganda"	"SC SAGA"	"Unknown"
"None"	"Abi Zardi, Uganda"	"SC SENTINEL"	"Unknown"
"None"	"Abi Zardi, Uganda"	"SC SIGNAL"	"Unknown"
"None"	"Abi Zardi, Uganda"	"SC SPIKE"	"Unknown"
"None"	"Abi Zardi, Uganda"	"SCS-1"	"Unknown"
"None"	"Abi Zardi, Uganda"	"SNKGM001"	"Unknown"
"None"	"Abi Zardi, Uganda"	"SNKGM002"	"Unknown"
"None"	"Abi Zardi, Uganda"	"SNKGM003"	"Unknown"
"None"	"Abi Zardi, Uganda"	"SNKGM004"	"Unknown"
"None"	"Abi Zardi, Uganda"	"TGX 2001-10DM"	"Unknown"
"None"	"Abi Zardi, Uganda"	"TGX 2001-13DM"	"Unknown"
"None"	"Abi Zardi, Uganda"	"TGX 2001-1DM"	"Unknown"
"None"	"Abi Zardi, Uganda"	"TGX 2001-24DM"	"Unknown"
"None"	"Abi Zardi, Uganda"	"TGX 2001-3FM"	"Unknown"
"None"	"Abi Zardi, Uganda"	"TGX 2001-8DM"	"Unknown"
"None"	"Abi Zardi, Uganda"	"TGX 2002-14DM"	"Unknown"
"None"	"Abi Zardi, Uganda"	"TGX 2002-23DM"	"Unknown"
"None"	"Abi Zardi, Uganda"	"TGX 2014-19FM"	"Unknown"
"None"	"Abi Zardi, Uganda"	"TGX 2014-5GM"	"Unknown"
"None"	"Abi Zardi, Uganda"	"TIKOLORE"	"Unknown"
"None"	"Bweyale, Uganda"	"CLARK-63K"	"Unknown"
"None"	"Bweyale, Uganda"	"Kaleya"	"Unknown"
"None"	"Bweyale, Uganda"	"Lukanga"	"Unknown"
"None"	"Bweyale, Uganda"	"MAKSOY 1N"	"Unknown"
"None"	"Bweyale, Uganda"	"MAKSOY 2N"	"Unknown"
"None"	"Bweyale, Uganda"	"MAKSOY 3N"	"Unknown"
"None"	"Bweyale, Uganda"	"MAKSOY 4N"	"Unknown"
"None"	"Bweyale, Uganda"	"MAKSOY 5N"	"Unknown"
"None"	"Bweyale, Uganda"	"Makwacha"	"Unknown"
"None"	"Bweyale, Uganda"	"NASOKO"	"Unknown"
"None"	"Bweyale, Uganda"	"S1079/6/7"	"Unknown"
"None"	"Bweyale, Uganda"	"S1140/5/4"	"Unknown"
"None"	"Bweyale, Uganda"	"S1150/5/22"	"Unknown"
"None"	"Bweyale, Uganda"	"S1179/5/58"	"Unknown"
"None"	"Bweyale, Uganda"	"SC SAGA"	"Unknown"
"None"	"Bweyale, Uganda"	"SC SENTINEL"	"Unknown"
"None"	"Bweyale, Uganda"	"SC SIGNAL"	"Unknown"
"None"	"Bweyale, Uganda"	"SC SPIKE"	"Unknown"
"None"	"Bweyale, Uganda"	"SCS-1"	"Unknown"
"None"	"Bweyale, Uganda"	"SNKGM001"	"Unknown"
"None"	"Bweyale, Uganda"	"SNKGM002"	"Unknown"
"None"	"Bweyale, Uganda"	"SNKGM003"	"Unknown"
"None"	"Bweyale, Uganda"	"SNKGM004"	"Unknown"
"None"	"Bweyale, Uganda"	"TGX 2001-10DM"	"Unknown"
"None"	"Bweyale, Uganda"	"TGX 2001-13DM"	"Unknown"
"None"	"Bweyale, Uganda"	"TGX 2001-1DM"	"Unknown"
"None"	"Bweyale, Uganda"	"TGX 2001-24DM"	"Unknown"
"None"	"Bweyale, Uganda"	"TGX 2001-3FM"	"Unknown"
"None"	"Bweyale, Uganda"	"TGX 2001-8DM"	"Unknown"
"None"	"Bweyale, Uganda"	"TGX 2002-14DM"	"Unknown"
"None"	"Bweyale, Uganda"	"TGX 2002-23DM"	"Unknown"
"None"	"Bweyale, Uganda"	"TGX 2014-19FM"	"Unknown"
"None"	"Bweyale, Uganda"	"TGX 2014-5GM"	"Unknown"
"None"	"Bweyale, Uganda"	"Tikolore"	"Unknown"
"None"	"Jinja, Uganda"	"CLARK-63K"	"Unknown"
"None"	"Jinja, Uganda"	"Kaleya"	"Unknown"
"None"	"Jinja, Uganda"	"Lukanga"	"Unknown"
"None"	"Jinja, Uganda"	"MAKSOY 1N"	"Unknown"
"None"	"Jinja, Uganda"	"MAKSOY 2N"	"Unknown"
"None"	"Jinja, Uganda"	"MAKSOY 3N"	"Unknown"
"None"	"Jinja, Uganda"	"MAKSOY 4N"	"Unknown"
"None"	"Jinja, Uganda"	"MAKSOY 5N"	"Unknown"
"None"	"Jinja, Uganda"	"MAKSOY 6N"	"Unknown"
"None"	"Jinja, Uganda"	"Makwacha"	"Unknown"
"None"	"Jinja, Uganda"	"NASOKO"	"Unknown"
"None"	"Jinja, Uganda"	"S1079/6/7"	"Unknown"
"None"	"Jinja, Uganda"	"S1140/5/4"	"Unknown"
"None"	"Jinja, Uganda"	"S1150/5/22"	"Unknown"
"None"	"Jinja, Uganda"	"S1179/5/58"	"Unknown"
"None"	"Jinja, Uganda"	"SC SAGA"	"Unknown"
"None"	"Jinja, Uganda"	"SC SENTINEL"	"Unknown"
"None"	"Jinja, Uganda"	"SC SIGNAL"	"Unknown"
"None"	"Jinja, Uganda"	"SC SPIKE"	"Unknown"
"None"	"Jinja, Uganda"	"SCS-1"	"Unknown"
"None"	"Jinja, Uganda"	"SNKGM001"	"Unknown"
"None"	"Jinja, Uganda"	"SNKGM002"	"Unknown"
"None"	"Jinja, Uganda"	"SNKGM003"	"Unknown"
"None"	"Jinja, Uganda"	"SNKGM004"	"Unknown"
"None"	"Jinja, Uganda"	"TGX 2001-10DM"	"Unknown"
"None"	"Jinja, Uganda"	"TGX 2001-13DM"	"Unknown"
"None"	"Jinja, Uganda"	"TGX 2001-1DM"	"Unknown"
"None"	"Jinja, Uganda"	"TGX 2001-24DM"	"Unknown"
"None"	"Jinja, Uganda"	"TGX 2001-3FM"	"Unknown"
"None"	"Jinja, Uganda"	"TGX 2001-8DM"	"Unknown"
"None"	"Jinja, Uganda"	"TGX 2002-14DM"	"Unknown"
"None"	"Jinja, Uganda"	"TGX 2002-23DM"	"Unknown"
"None"	"Jinja, Uganda"	"TGX 2014-19FM"	"Unknown"
"None"	"Jinja, Uganda"	"TGX 2014-5GM"	"Unknown"
"None"	"Jinja, Uganda"	"TIKOLORE"	"Unknown"
"None"	"Kigumba, Uganda"	"CLARK-63K"	"Unknown"
"None"	"Kigumba, Uganda"	"Kaleya"	"Unknown"
"None"	"Kigumba, Uganda"	"Lukanga"	"Unknown"
"None"	"Kigumba, Uganda"	"MAKSOY 1N"	"Unknown"
"None"	"Kigumba, Uganda"	"MAKSOY 2N"	"Unknown"
"None"	"Kigumba, Uganda"	"MAKSOY 3N"	"Unknown"
"None"	"Kigumba, Uganda"	"MAKSOY 4N"	"Unknown"
"None"	"Kigumba, Uganda"	"MAKSOY 5N"	"Unknown"
"None"	"Kigumba, Uganda"	"Makwacha"	"Unknown"
"None"	"Kigumba, Uganda"	"NASOKO"	"Unknown"
"None"	"Kigumba, Uganda"	"S1079/6/7"	"Unknown"
"None"	"Kigumba, Uganda"	"S1140/5/4"	"Unknown"
"None"	"Kigumba, Uganda"	"S1150/5/22"	"Unknown"
"None"	"Kigumba, Uganda"	"S1179/5/58"	"Unknown"
"None"	"Kigumba, Uganda"	"SC SAGA"	"Unknown"
"None"	"Kigumba, Uganda"	"SC SENTINEL"	"Unknown"
"None"	"Kigumba, Uganda"	"SC SIGNAL"	"Unknown"
"None"	"Kigumba, Uganda"	"SC SPIKE"	"Unknown"
"None"	"Kigumba, Uganda"	"SCS-1"	"Unknown"
"None"	"Kigumba, Uganda"	"SNKGM002"	"Unknown"
"None"	"Kigumba, Uganda"	"SNKGM004"	"Unknown"
"None"	"Kigumba, Uganda"	"TGX 2001-10DM"	"Unknown"
"None"	"Kigumba, Uganda"	"TGX 2001-13DM"	"Unknown"
"None"	"Kigumba, Uganda"	"TGX 2001-1DM"	"Unknown"
"None"	"Kigumba, Uganda"	"TGX 2001-24DM"	"Unknown"
"None"	"Kigumba, Uganda"	"TGX 2001-3FM"	"Unknown"
"None"	"Kigumba, Uganda"	"TGX 2001-8DM"	"Unknown"
"None"	"Kigumba, Uganda"	"TGX 2002-14DM"	"Unknown"
"None"	"Kigumba, Uganda"	"TGX 2002-23DM"	"Unknown"
"None"	"Kigumba, Uganda"	"TGX 2014-19FM"	"Unknown"
"None"	"Kigumba, Uganda"	"TGX 2014-5GM"	"Unknown"
"None"	"Kigumba, Uganda"	"TIKOLORE"	"Unknown"
"None"	"Lira, Uganda"	"CLARK-63K"	"Unknown"
"None"	"Lira, Uganda"	"Kaleya"	"Unknown"
"None"	"Lira, Uganda"	"Lukanga"	"Unknown"
"None"	"Lira, Uganda"	"MAKSOY 1N"	"Unknown"
"None"	"Lira, Uganda"	"MAKSOY 2N"	"Unknown"
"None"	"Lira, Uganda"	"MAKSOY 3N"	"Unknown"
"None"	"Lira, Uganda"	"MAKSOY 4N"	"Unknown"
"None"	"Lira, Uganda"	"MAKSOY 5N"	"Unknown"
"None"	"Lira, Uganda"	"MAKSOY 6N"	"Unknown"
"None"	"Lira, Uganda"	"Makwacha"	"Unknown"
"None"	"Lira, Uganda"	"NASOKO"	"Unknown"
"None"	"Lira, Uganda"	"S1079/6/7"	"Unknown"
"None"	"Lira, Uganda"	"S1140/5/4"	"Unknown"
"None"	"Lira, Uganda"	"S1150/5/22"	"Unknown"
"None"	"Lira, Uganda"	"S1179/5/58"	"Unknown"
"None"	"Lira, Uganda"	"SC SAGA"	"Unknown"
"None"	"Lira, Uganda"	"SC SENTINEL"	"Unknown"
"None"	"Lira, Uganda"	"SC SIGNAL"	"Unknown"
"None"	"Lira, Uganda"	"SC SPIKE"	"Unknown"
"None"	"Lira, Uganda"	"SCS-1"	"Unknown"
"None"	"Lira, Uganda"	"SNKGM001"	"Unknown"
"None"	"Lira, Uganda"	"SNKGM002"	"Unknown"
"None"	"Lira, Uganda"	"SNKGM003"	"Unknown"
"None"	"Lira, Uganda"	"SNKGM004"	"Unknown"
"None"	"Lira, Uganda"	"TGX 2001-10DM"	"Unknown"
"None"	"Lira, Uganda"	"TGX 2001-13DM"	"Unknown"
"None"	"Lira, Uganda"	"TGX 2001-1DM"	"Unknown"
"None"	"Lira, Uganda"	"TGX 2001-24DM"	"Unknown"
"None"	"Lira, Uganda"	"TGX 2001-3FM"	"Unknown"
"None"	"Lira, Uganda"	"TGX 2001-8DM"	"Unknown"
"None"	"Lira, Uganda"	"TGX 2002-14DM"	"Unknown"
"None"	"Lira, Uganda"	"TGX 2002-23DM"	"Unknown"
"None"	"Lira, Uganda"	"TGX 2014-19FM"	"Unknown"
"None"	"Lira, Uganda"	"TGX 2014-5GM"	"Unknown"
"None"	"Lira, Uganda"	"Tikolore"	"Unknown"
"None"	"Mubuku, Uganda"	"CLARK-63K"	"Unknown"
"None"	"Mubuku, Uganda"	"Kaleya"	"Unknown"
"None"	"Mubuku, Uganda"	"Lukanga"	"Unknown"
"None"	"Mubuku, Uganda"	"MAKSOY 1N"	"Unknown"
"None"	"Mubuku, Uganda"	"MAKSOY 2N"	"Unknown"
"None"	"Mubuku, Uganda"	"MAKSOY 3N"	"Unknown"
"None"	"Mubuku, Uganda"	"MAKSOY 4N"	"Unknown"
"None"	"Mubuku, Uganda"	"MAKSOY 5N"	"Unknown"
"None"	"Mubuku, Uganda"	"MAKSOY 6N"	"Unknown"
"None"	"Mubuku, Uganda"	"Makwacha"	"Unknown"
"None"	"Mubuku, Uganda"	"NASOKO"	"Unknown"
"None"	"Mubuku, Uganda"	"S1079/6/7"	"Unknown"
"None"	"Mubuku, Uganda"	"S1140/5/4"	"Unknown"
"None"	"Mubuku, Uganda"	"S1150/5/22"	"Unknown"
"None"	"Mubuku, Uganda"	"S1179/5/58"	"Unknown"
"None"	"Mubuku, Uganda"	"SC SAGA"	"Unknown"
"None"	"Mubuku, Uganda"	"SC SENTINEL"	"Unknown"
"None"	"Mubuku, Uganda"	"SC SIGNAL"	"Unknown"
"None"	"Mubuku, Uganda"	"SC SPIKE"	"Unknown"
"None"	"Mubuku, Uganda"	"SCS-1"	"Unknown"
"None"	"Mubuku, Uganda"	"SNKGM001"	"Unknown"
"None"	"Mubuku, Uganda"	"SNKGM002"	"Unknown"
"None"	"Mubuku, Uganda"	"SNKGM003"	"Unknown"
"None"	"Mubuku, Uganda"	"SNKGM004"	"Unknown"
"None"	"Mubuku, Uganda"	"TGX 2001-10DM"	"Unknown"
"None"	"Mubuku, Uganda"	"TGX 2001-13DM"	"Unknown"
"None"	"Mubuku, Uganda"	"TGX 2001-1DM"	"Unknown"
"None"	"Mubuku, Uganda"	"TGX 2001-24DM"	"Unknown"
"None"	"Mubuku, Uganda"	"TGX 2001-3FM"	"Unknown"
"None"	"Mubuku, Uganda"	"TGX 2001-8DM"	"Unknown"
"None"	"Mubuku, Uganda"	"TGX 2002-14DM"	"Unknown"
"None"	"Mubuku, Uganda"	"TGX 2002-23DM"	"Unknown"
"None"	"Mubuku, Uganda"	"TGX 2014-19FM"	"Unknown"
"None"	"Mubuku, Uganda"	"TGX 2014-5GM"	"Unknown"
"None"	"Mubuku, Uganda"	"TIKOLORE"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"Bimha"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"CLARK-63K"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"Kafue"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"Kaleya"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"KNSOY 001 (Nyala)"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"KNSOY 006 (Gazelle)"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"Lukanga"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"MAKSOY 6N"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"Makwacha"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"Mhembwe"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"NASOKO"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"S1079/6/7"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"S1150/5/22"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"S1180/5/54"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"S1195/6/105"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"SC SAFARI"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"SC SAGA"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"SC SEMEKI"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"SC SERENADE"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"SC SIGNAL"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"SC SPIKE"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"SC STATUS"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"SC1146/5/25"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"SC1187/5/25"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"SC SIESTA"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 1991-22F"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2001-11DM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2001-13DM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2001-13FM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2001-3FM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2001-6FM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2001-8DM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2002-14DM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2002-35FM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2002-3DM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2002-3FM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2014-16FM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2014-21FM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2014-23FM"	"Unknown"
"None"	"Chibombo (IITA_SARAH), Zambia"	"TGX 2014-5GM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"Bimha"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"CLARK-63K"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"Kafue"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"Kaleya"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"KNSOY 001 (Nyala)"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"KNSOY 006 (Gazelle)"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"Lukanga"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"MAKSOY 6N"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"Makwacha"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"Mhembwe"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"NASOKO"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"S1079/6/7"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"S1150/5/22"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"S1180/5/54"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"S1195/6/105"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"SC SAFARI"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"SC SAGA"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"SC SEMEKI"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"SC SERENADE"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"SC SIGNAL"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"SC SPIKE"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"SC STATUS"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"SC1146/5/25"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"SC1187/5/25"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"SC SIESTA"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 1991-22F"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2001-11DM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2001-13DM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2001-13FM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2001-3FM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2001-6FM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2001-8DM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2002-14DM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2002-35FM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2002-3DM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2002-3FM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2014-16FM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2014-21FM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2014-23FM"	"Unknown"
"None"	"Chongwe (MRI Small), Zambia"	"TGX 2014-5GM"	"Unknown"
"None"	"Kabwe, Zambia"	"Bimha"	"Unknown"
"None"	"Kabwe, Zambia"	"CLARK-63K"	"Unknown"
"None"	"Kabwe, Zambia"	"Kafue"	"Unknown"
"None"	"Kabwe, Zambia"	"Kaleya"	"Unknown"
"None"	"Kabwe, Zambia"	"KNSOY 001 (Nyala)"	"Unknown"
"None"	"Kabwe, Zambia"	"KNSOY 006 (Gazelle)"	"Unknown"
"None"	"Kabwe, Zambia"	"Lukanga"	"Unknown"
"None"	"Kabwe, Zambia"	"MAKSOY 6N"	"Unknown"
"None"	"Kabwe, Zambia"	"Makwacha"	"Unknown"
"None"	"Kabwe, Zambia"	"Mhembwe"	"Unknown"
"None"	"Kabwe, Zambia"	"NASOKO"	"Unknown"
"None"	"Kabwe, Zambia"	"S1079/6/7"	"Unknown"
"None"	"Kabwe, Zambia"	"S1150/5/22"	"Unknown"
"None"	"Kabwe, Zambia"	"S1180/5/54"	"Unknown"
"None"	"Kabwe, Zambia"	"S1195/6/105"	"Unknown"
"None"	"Kabwe, Zambia"	"SC SAFARI"	"Unknown"
"None"	"Kabwe, Zambia"	"SC SAGA"	"Unknown"
"None"	"Kabwe, Zambia"	"SC SEMEKI"	"Unknown"
"None"	"Kabwe, Zambia"	"SC SERENADE"	"Unknown"
"None"	"Kabwe, Zambia"	"SC SIGNAL"	"Unknown"
"None"	"Kabwe, Zambia"	"SC SPIKE"	"Unknown"
"None"	"Kabwe, Zambia"	"SC STATUS"	"Unknown"
"None"	"Kabwe, Zambia"	"SC1146/5/25"	"Unknown"
"None"	"Kabwe, Zambia"	"SC1187/5/25"	"Unknown"
"None"	"Kabwe, Zambia"	"SC SIESTA"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 1991-22F"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2001-11DM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2001-13DM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2001-13FM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2001-3FM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2001-6FM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2001-8DM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2002-14DM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2002-35FM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2002-3DM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2002-3FM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2014-16FM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2014-21FM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2014-23FM"	"Unknown"
"None"	"Kabwe, Zambia"	"TGX 2014-5GM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"Bimha"	"Unknown"
"None"	"Kapilyomba, Zambia"	"CLARK-63K"	"Unknown"
"None"	"Kapilyomba, Zambia"	"Kafue"	"Unknown"
"None"	"Kapilyomba, Zambia"	"Kaleya"	"Unknown"
"None"	"Kapilyomba, Zambia"	"KNSOY 001 (Nyala)"	"Unknown"
"None"	"Kapilyomba, Zambia"	"KNSOY 006 (Gazelle)"	"Unknown"
"None"	"Kapilyomba, Zambia"	"Lukanga"	"Unknown"
"None"	"Kapilyomba, Zambia"	"MAKSOY 6N"	"Unknown"
"None"	"Kapilyomba, Zambia"	"Makwacha"	"Unknown"
"None"	"Kapilyomba, Zambia"	"Mhembwe"	"Unknown"
"None"	"Kapilyomba, Zambia"	"NASOKO"	"Unknown"
"None"	"Kapilyomba, Zambia"	"S1079/6/7"	"Unknown"
"None"	"Kapilyomba, Zambia"	"S1150/5/22"	"Unknown"
"None"	"Kapilyomba, Zambia"	"S1180/5/54"	"Unknown"
"None"	"Kapilyomba, Zambia"	"S1195/6/105"	"Unknown"
"None"	"Kapilyomba, Zambia"	"SC SAFARI"	"Unknown"
"None"	"Kapilyomba, Zambia"	"SC SAGA"	"Unknown"
"None"	"Kapilyomba, Zambia"	"SC SEMEKI"	"Unknown"
"None"	"Kapilyomba, Zambia"	"SC SERENADE"	"Unknown"
"None"	"Kapilyomba, Zambia"	"SC SIGNAL"	"Unknown"
"None"	"Kapilyomba, Zambia"	"SC SPIKE"	"Unknown"
"None"	"Kapilyomba, Zambia"	"SC STATUS"	"Unknown"
"None"	"Kapilyomba, Zambia"	"SC1146/5/25"	"Unknown"
"None"	"Kapilyomba, Zambia"	"SC1187/5/25"	"Unknown"
"None"	"Kapilyomba, Zambia"	"SC SIESTA"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 1991-22F"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2001-11DM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2001-13DM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2001-13FM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2001-3FM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2001-6FM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2001-8DM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2002-14DM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2002-35FM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2002-3DM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2002-3FM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2014-16FM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2014-21FM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2014-23FM"	"Unknown"
"None"	"Kapilyomba, Zambia"	"TGX 2014-5GM"	"Unknown"
"None"	"Kasama, Zambia"	"Bimha"	"Unknown"
"None"	"Kasama, Zambia"	"CLARK-63K"	"Unknown"
"None"	"Kasama, Zambia"	"Kafue"	"Unknown"
"None"	"Kasama, Zambia"	"Kaleya"	"Unknown"
"None"	"Kasama, Zambia"	"KNSOY 001 (Nyala)"	"Unknown"
"None"	"Kasama, Zambia"	"KNSOY 006 (Gazelle)"	"Unknown"
"None"	"Kasama, Zambia"	"Lukanga"	"Unknown"
"None"	"Kasama, Zambia"	"MAKSOY 6N"	"Unknown"
"None"	"Kasama, Zambia"	"Makwacha"	"Unknown"
"None"	"Kasama, Zambia"	"Mhembwe"	"Unknown"
"None"	"Kasama, Zambia"	"NASOKO"	"Unknown"
"None"	"Kasama, Zambia"	"S1079/6/7"	"Unknown"
"None"	"Kasama, Zambia"	"S1150/5/22"	"Unknown"
"None"	"Kasama, Zambia"	"S1180/5/54"	"Unknown"
"None"	"Kasama, Zambia"	"S1195/6/105"	"Unknown"
"None"	"Kasama, Zambia"	"SC SAFARI"	"Unknown"
"None"	"Kasama, Zambia"	"SC SAGA"	"Unknown"
"None"	"Kasama, Zambia"	"SC SEMEKI"	"Unknown"
"None"	"Kasama, Zambia"	"SC SERENADE"	"Unknown"
"None"	"Kasama, Zambia"	"SC SIGNAL"	"Unknown"
"None"	"Kasama, Zambia"	"SC SPIKE"	"Unknown"
"None"	"Kasama, Zambia"	"SC STATUS"	"Unknown"
"None"	"Kasama, Zambia"	"SC1146/5/25"	"Unknown"
"None"	"Kasama, Zambia"	"SC1187/5/25"	"Unknown"
"None"	"Kasama, Zambia"	"SC SIESTA"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 1991-22F"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2001-11DM"	"Unknown"
"None"	"Kasama, Zambia"	"TGX 2001-13DM"	"Unknown"
